																															Class	blanl	P1-1	P1-2	P2-1	P2-1	P3-1	P3-2	A-D1-1	A-D1-2	A-D2-1	A-D2-2	B-D1-1	B-D1-2	B-D2-1	B-D2-2	C-D1-1	C-D1-2	C-D2-1	C-D2-2	NC1-D1	NC1-D2	NC2-D1	NC2-D2	NC3-D1	NC3-D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68	14.825	109.94288	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.12	S10	109.94288:1919 110.94623:261 111.94959:96		1483	1418	1546	1292	1550	1291	1565	1250	1498	1087	1047	782	1639	1086	1646	1041	1865	1582	1693	1611	1166	1795	1919	1247	1587	1483.25	1418.3125	1546.3125	1420.84375	1290.9375	1565.0625	1249.8125	1497.75	1087.375	1047.125	781.5625	1638.625	1085.8125	1646.1875	1040.8125	1865.25	1582	1693.375	1610.625	1166.5	1795.1875	1918.9375	1246.625	1587.1875	0	0	0	182.389355372305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	0.52	109.94326	Unknown	[M+H]+	found in higher mz's MsMs_266	0.88	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	181.36	blank_post	109.94343:35132 110.94678:5869 111.95014:5143	109.94388:12	35132	44464	25169	19226	34461	27749	2190	5612	42665	901	39491	489	2576	1266	465	50866	11501	17662	34656	17046	16824	14968	14719	34555	15950	35132.375	44464.0625	25169.4375	26843.28125	27748.875	2189.875	5611.75	42664.875	900.75	39491.375	489.25	2575.5	1265.625	465	50865.6875	11500.5625	17661.5625	34656.4375	17046.1875	16823.75	14968.25	14718.75	34555.375	15950.0625	0	0	0	10773.1695589415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	15.924	110.01942	Unknown	[M+H]+	similar chromatogram in higher mz_351; similar chromatogram in higher mz_75; similar chromatogram in higher mz_345; similar chromatogram in higher mz_344	0.44	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.04	PEPC13_2022	110.01942:4283 111.02277:14478 112.02613:5806		893	1061	911	4283	978	2053	854	1295	1251	1041	1190	3744	1329	1151	952	1153	2548	1212	1031	1804	1147	1070	956	2837	1311	892.625	1061.375	911.3125	2630.28125	2052.9375	853.625	1294.75	1251.1875	1040.8125	1190.3125	3743.6875	1329.125	1150.875	951.6875	1153.3125	2547.5	1212.1875	1030.875	1804.5	1146.875	1069.625	955.6875	2836.5625	1310.9375	0	0	0	2337.20888269066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	15.974	110.02057	Unknown	[M+H]+		0.24	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.64	PEPC13_2022neu_2	110.02057:3822 111.02392:13358 112.02728:4501		880	846	901	1508	980	732	3822	825	1234	1220	1199	3754	1343	1154	1242	1137	2519	1089	2604	900	1150	1079	961	2847	1311	879.875	845.75	901.1875	1244.15625	731.75	3822.1875	824.875	1233.9375	1219.8125	1198.5625	3753.6875	1342.625	1153.5	1242.3125	1137.1875	2518.625	1089.0625	2604.0625	900.0625	1149.875	1079.375	960.5625	2846.8125	1310.9375	0	0	0	373.750128030915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	0.521	110.02117	Unknown	[M+H]+		0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	74.32	S05_2	110.02117:4247 111.02452:10567 112.02788:3128		230	55	269	396	176	132	12	22	360	6	235	22	30	24	14	116	4247	215	79	367	651	106	402	162	1314	230.375	55.125	268.625	285.71875	132.375	11.5	22.125	360.25	6	235	21.75	30.375	23.625	13.875	116.5	4247	215	79	367.25	650.625	106	402.125	162	1314.375	0	0	0	155.607686034865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	0.57	110.07139	Unknown	[M+H]+	ion correlated with 329; found in higher mz's MsMs_329	0.44	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	345.58	S01	110.06996:8657 111.07331:1037 112.07667:138	110.07036:9	44	22	149	151	18	24	24	8657	9706	90570	78990	5977	5708	47615	43699	2732	1973	32570	29247	28	129	933	149	132	135	44.25	22.5	149.125	84.34375	24.375	24	8657.375	9705.9375	90570.25	78989.8125	5976.6875	5707.5625	47615.0625	43699.25	2732.1875	1973.125	32569.6875	29247.4375	27.5625	129.125	932.75	148.875	132.375	134.9375	0	0	0	93.82423102869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	0.706	111.00843	Unknown	[M+H]+	ion correlated with 229; ion correlated with 258; ion correlated with 422; ion correlated with 475; ion correlated with 985; ion correlated with 1140; ion correlated with 1194; ion correlated with 1261; ion correlated with 1352; ion correlated with 1371; ion correlated with 374; found in higher mz's MsMs_229	0.08	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	74.63	PEPC13_2021	111.00843:5601 112.01178:310 113.01514:120	105.60152:10 111.04295:12	8	5601	5291	3	6	5	9	10	10	7	3	9	8	9	3	11	4	8	6	12	4	4	7	3	6	7.5	5600.6875	5291.375	4.5	5.25	9	9.75	9.75	6.75	3	9	8.25	9	3	11.25	4.5	7.5	6	12.375	4.5	4.5	6.75	3	6	0	0	0	2.12132034355964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	15.955	111.01917	Unknown	[M+H]+	found in higher mz's MsMs_225; similar chromatogram in higher mz_81; similar chromatogram in higher mz_356; similar chromatogram in higher mz_495; found in higher mz's MsMs_95; found in higher mz's MsMs_241	1	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	92.64	PEPC13_2021	111.02035:7361 112.0237:3244 113.02706:374	111.9461:24 115.95777:6 115.96534:54 116.96869:18 124.96736:319 125.96156:124 126.96919:358 139.94814:30	5799	7361	6335	8594	6318	6057	7239	8778	7955	7727	7717	10036	7528	7925	7300	7237	7875	8134	8029	7100	8138	7544	6937	8772	7142	5799.25	7360.5625	6335.3125	7455.90625	6057.375	7239.0625	8778.1875	7954.875	7726.8125	7717.1875	10035.8125	7527.625	7924.875	7300.125	7237	7875.25	8134.5	8028.75	7100.3125	8137.75	7544.375	6936.625	8772	7141.75	0	0	0	1609.41922815441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	0.523	111.08983	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	26.64	S09	111.08983:1990 112.09318:2949 113.09654:1058		777	889	734	690	1324	386	407	290	358	349	302	377	331	586	243	299	295	460	588	325	343	1990	350	289	381	777	889.25	733.75	1007	386.25	406.9375	290.5	358.3125	349.125	302.1875	376.625	331.25	586.4375	243.3125	299.0625	295.1875	460	588	325.25	342.6875	1990	349.9375	289.4375	381.25	0	0	0	448.747641010513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	0.521	111.96682	Unknown	[M+H]+	ion correlated with 89	0.68	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	36.48	S01_2	111.96682:3162 112.97017:22084 113.97353:242895		2293	2117	1961	1315	2493	1467	62	152	3162	20	2323	20	70	89	52	2224	1601	1283	1501	1362	1158	574	1245	2295	1590	2292.8125	2116.875	1960.5625	1904.125	1467.1875	62.25	152.25	3161.875	19.75	2323.1875	19.5	70	89.375	52.5	2224	1601.25	1282.75	1500.875	1362.5	1157.5	574.25	1244.75	2295.125	1589.75	0	0	0	832.795011542456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	4.539	112.0603	Unknown	[M+H]+		0.08	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	63.89	S10	112.0603:5120 113.06365:766 114.06701:1397	112.06384:154	148	190	188	179	193	172	155	169	225	133	354	145	197	137	193	194	171	187	186	179	230	173	5120	207	1598	148.25	190.375	188.3125	185.875	171.875	154.875	168.5625	225.125	133.0625	353.9375	145.25	196.8125	136.625	193.4375	194.25	170.6875	186.6875	186	179.25	229.625	173.1875	5120.125	206.8125	1598.25	0	0	0	9.54594154601839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	0.522	112.95434	Unknown	[M+H]+		0.72	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.74	blank_post	112.95434:6500 113.95769:33444 114.96105:3146		6500	4890	3554	2832	5194	2954	404	780	5583	175	4542	84	354	313	76	4853	2684	2262	3110	2616	2212	1823	2408	4472	2947	6500.1875	4890.125	3554	4013.0625	2954.125	404.4375	780	5582.5625	175.125	4541.5	83.5	353.5	312.875	76.5	4853.3125	2683.75	2261.8125	3109.875	2616.0625	2211.5	1822.875	2408.125	4472.1875	2947.0625	0	0	0	1669.92105211968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	6.832	112.95551	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.3	S03	112.95551:4707 113.95886:4568 114.96222:346		3763	4388	5015	4912	4921	4880	5039	4742	4572	4612	5090	4707	4280	5131	4613	4629	4571	4771	4521	4612	4690	4285	4748	4654	4521	3763.4375	4387.5625	5015.3125	4916.90625	4880.25	5038.75	4741.8125	4571.5	4612.125	5089.75	4707	4280.3125	5131.0625	4613	4629.3125	4571.375	4770.9375	4521.125	4612.1875	4689.625	4284.625	4747.625	4653.875	4521.0625	0	0	0	6.23137850920645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	15.931	112.96449	Unknown	[M+H]+		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.16	S03	112.96449:3008 113.96784:10529 114.9712:870		1937	2334	1996	2238	2067	1873	1941	2837	2646	2497	2032	3008	2213	2896	2357	2219	2334	2847	2807	2366	2320	2613	2044	2303	2047	1937	2334.125	1996.4375	2152.6875	1872.75	1941.25	2837.4375	2645.5625	2497.0625	2032.0625	3008.0625	2213.1875	2896.125	2356.875	2218.875	2334	2847.375	2807.3125	2366.0625	2320	2613.375	2044	2302.9375	2046.5625	0	0	0	121.357201321141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	16.005	113.04486	Unknown	[M+H]+	ion correlated with 230	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	39.19	S03_2	113.04486:1793 114.04821:1892 115.05157:2492		132	109	105	123	130	62	125	123	109	123	122	162	1793	108	69	938	143	120	105	134	66	661	37	141	42	132.25	108.9375	105.375	126.5	62	124.75	123.4375	108.75	122.75	121.5	162.4375	1792.875	108	68.625	938.5	143.25	119.875	104.9375	133.75	66	661.125	37.125	141.125	41.625	0	0	0	5.12652416360247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	14.891	113.96211	Unknown	[M+H]+		0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.27	S03_2	113.96211:9385 114.96546:576 115.96882:730		6694	7540	7224	7846	8661	7364	7431	8126	7963	10134	8918	9730	9385	8914	8329	7834	7554	8560	7938	7286	7756	7327	7950	7375	7770	6694.5	7539.875	7223.9375	8253.6875	7363.625	7430.9375	8126.125	7963.1875	10133.875	8918.1875	9730.3125	9384.625	8913.5	8328.75	7833.5625	7554.1875	8560.1875	7937.5	7286.375	7756.375	7326.75	7949.5625	7374.8125	7770.125	0	0	0	576.557191709981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	10.834	113.96255	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.34	S02_2	113.96255:7064 114.9659:550 115.96926:1012		4021	4708	4593	4893	4430	4835	4691	4413	5875	4004	7064	6337	4257	4407	4221	5088	4291	5133	4806	5564	5175	4469	5317	4349	5044	4021.25	4707.625	4593.125	4661.40625	4835.3125	4690.75	4412.6875	5874.8125	4003.875	7064.5	6337.125	4256.5625	4407.125	4220.75	5087.625	4290.75	5133.1875	4805.9375	5564.5	5174.75	4468.9375	5316.625	4348.5625	5043.875	0	0	0	327.346245515547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	15.929	113.96264	Unknown	[M+H]+		1	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	26.09	blank_post	113.9625:8319 114.96585:774 115.96921:1188	103.95479:3 114.09377:12 119.03044:3 130.957:6 132.96233:6	8319	9333	8382	8608	8528	8841	9046	10737	10485	10558	10067	10468	10091	10231	9426	9817	10132	10254	9838	9886	9755	10236	9642	9615	9202	8319.0625	9332.5625	8381.9375	8567.9375	8840.5625	9046.4375	10737.375	10484.875	10558.0625	10066.9375	10468.0625	10090.625	10231.375	9426.5	9817.3125	10131.8125	10254.375	9838	9885.8125	9755.3125	10236.0625	9642.125	9614.8125	9201.6875	0	0	0	56.9220958855171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0.521	113.96386	Unknown	[M+H]+	found in higher mz's MsMs_279; found in higher mz's MsMs_369; found in higher mz's MsMs_487; found in higher mz's MsMs_266	0.88	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	77.33	blank_post	113.96252:43666 114.96587:9139 115.96923:8234	112.26948:10 114.08778:24 114.09228:12 114.09528:12 114.09828:12 169.31825:10 235.23747:10 264.31726:10 355.29202:10 485.51184:10 490.30777:10 669.14789:10 800.26538:10 808.70221:10 932.659:10 1009.12854:10 1011.61505:10 1115.63818:10 1170.71143:10	43666	42123	37018	23821	48691	28225	1556	3250	60112	576	46257	329	1743	1735	989	42451	29355	22074	30352	25061	21961	12662	21665	43236	32788	43665.625	42122.625	37017.625	36256.34375	28224.9375	1556.0625	3249.75	60112.125	575.75	46256.625	329.25	1743.375	1734.8125	988.625	42450.6875	29355.25	22074.3125	30352.1875	25061.3125	21960.5625	12661.875	21664.75	43236.375	32787.8125	0	0	0	17585.8782306309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	16.005	114.02945	Unknown	[M+H]+	ion correlated with 82	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.3	S03_2	114.02945:1018 115.0328:311 116.03616:313		81	8	30	35	38	40	69	28	54	61	58	40	1018	35	28	552	39	51	38	34	28	439	12	51	42	81	7.5	30.375	36.75	40.125	69	27.75	53.625	61.125	57.75	40.5	1018.25	34.875	28.5	551.625	39.375	50.625	37.875	33.75	28.125	439.25	12	50.625	41.625	0	0	0	2.12132034355964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	3.508	114.0929	Unknown	[M+H]+		0.16	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.47	S03_2	114.0929:1997 115.09625:317 116.09961:48		337	468	577	480	577	498	575	1192	1555	1025	1546	1604	1997	1148	1101	736	861	902	1246	670	566	494	893	590	775	337.0625	468.3125	576.8125	528.4375	498.1875	574.9375	1192.3125	1554.5625	1024.875	1546.0625	1604.4375	1996.75	1148.1875	1100.9375	735.6875	861.1875	902.5	1246.5	669.8125	565.8125	494.25	892.8125	589.5	775.375	0	0	0	68.5009694274468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	0.523	114.95491	Unknown	[M+H]+	ion correlated with 77	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.9	S09	114.95491:1123 115.95826:5479 116.96162:5815		2187	2058	1584	1146	1841	1387	155	244	2774	88	2239	27	180	208	151	2453	1177	1246	1434	1208	1038	1123	1222	2036	1301	2187	2057.9375	1584.25	1493.25	1387	155.1875	243.5	2774.125	87.5	2238.625	27	180	208	151	2453.125	1177.25	1245.75	1434.25	1208.5	1037.75	1122.75	1221.5	2036.125	1301.25	0	0	0	491.439212924651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	0.525	115.04965	Unknown	[M+H]+	found in higher mz's MsMs_346	0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.37	PEPC13_2022neu_2	115.04965:1447 116.053:252 117.05636:530		664	586	637	561	560	490	1447	1303	384	1278	342	1336	1243	1048	1360	446	448	529	658	717	470	633	529	566	544	663.9375	585.75	636.6875	560.75	489.8125	1446.8125	1302.8125	384.125	1277.5	342.1875	1336.3125	1243.0625	1048.3125	1359.75	446.3125	447.9375	528.625	657.8125	717.1875	469.5	632.9375	528.875	565.75	544.1875	0	0	0	0.530330085889911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	0.52	115.93017	Unknown	[M+H]+		0.8	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	65.2	blank_post	115.9288:11730 116.93215:6895 117.93551:1541	109.94683:10 116.95877:10 132.25558:10 212.67828:10 323.21725:10 370.91177:10 499.44293:10 632.50262:10 642.96863:10 669.69653:10	11730	13399	7950	6152	10560	8844	583	2386	12973	404	12456	268	1318	852	390	16156	3973	5727	10976	5368	5300	5168	5215	10624	4855	11729.9375	13398.75	7949.875	8356.03125	8844	583.1875	2386	12973	403.5	12455.75	268.5	1318.125	852.25	390.25	16155.75	3973.25	5726.9375	10975.6875	5368.375	5300.125	5167.75	5215.375	10623.5	4854.625	0	0	0	3116.26377886294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	0.53	115.95746	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.35	S04	115.95746:1230 116.96081:372 117.96417:661		1986	1785	1205	1223	1603	1370	162	85	1929	57	2207	22	68	1230	853	1649	1010	1078	1533	1258	893	997	1196	1483	1238	1986.125	1785.375	1204.875	1412.96875	1369.6875	161.625	85.25	1929.125	56.625	2206.8125	22.5	68.5	1229.75	853.375	1648.625	1009.75	1077.6875	1532.625	1257.5	892.875	996.75	1196.1875	1483.25	1238.5	0	0	0	269.098324415306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	5.72	115.96122	Unknown	[M+H]+	similar chromatogram in higher mz_296	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.35	PEPC13_2022neu	115.96122:1690 116.96457:1318 117.96793:675		377	476	516	509	514	1690	570	581	555	470	570	457	448	492	510	506	441	537	436	463	469	442	484	506	549	377.125	476.5	515.5	511.3125	1689.75	570.1875	581	554.9375	470	570.125	457.4375	448.0625	491.8125	510	506.25	441.125	537.0625	436.1875	463.3125	468.8125	442.25	484.25	506.3125	549.25	0	0	0	3.44714555828442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	15.962	115.9613	Unknown	[M+H]+		0.16	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.26	S12	115.9613:1192 116.96465:1157 117.96801:358		1081	1071	1105	1124	1226	1223	1354	1163	1469	1337	1074	1196	1233	1436	1059	1266	1253	1375	1205	1399	1189	1306	1337	1168	1192	1080.9375	1070.625	1104.6875	1174.96875	1223.25	1354.0625	1162.75	1469.375	1336.5625	1074.4375	1195.75	1233.375	1435.625	1058.6875	1265.5625	1253.0625	1374.625	1205.4375	1399	1189.375	1306.1875	1336.625	1168.3125	1192.3125	0	0	0	72.6110275930936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	15.921	115.96183	Unknown	[M+H]+		0.8	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.81	S01_2	115.96183:1468 116.96518:1658 117.96854:714		1081	1071	1105	987	1238	1244	1354	1166	1468	1309	1387	1283	1352	1444	1274	1260	1253	1382	1205	1411	1182	1306	1360	1181	1197	1080.9375	1070.625	1104.6875	1112.40625	1243.9375	1354.0625	1166.125	1468.25	1309.25	1387	1283.375	1351.625	1444.1875	1274	1259.9375	1253.0625	1382.25	1205.4375	1411.4375	1182.25	1306.1875	1359.5	1181	1196.625	0	0	0	176.909277818109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	15.929	116.96977	Unknown	[M+H]+	similar chromatogram in higher mz_121	0.72	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.34	S06	116.96977:1622 117.97312:493 118.97648:702		1306	1254	1339	1198	1336	1326	1468	1216	1494	1518	1364	1461	1478	1416	1390	1450	1372	1622	1345	1377	1320	1566	1565	1353	1339	1305.75	1253.8125	1338.75	1267.0625	1326	1467.8125	1215.5625	1493.875	1517.9375	1363.5	1461.1875	1477.625	1415.9375	1389.9375	1450.375	1372.1875	1621.875	1345.25	1377.375	1320.0625	1566.25	1565	1353.375	1338.5625	0	0	0	97.2271824131503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	0.54	118.08354	Unknown	[M+H]+	similar chromatogram in higher mz_350	0.16	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.57	PEPC13_2021	118.08354:1405 119.08689:315 120.09025:453		1216	1405	1186	1352	1463	1350	914	345	2787	482	529	426	373	1054	586	2178	895	789	859	738	910	585	924	1510	1066	1215.75	1405.25	1186.1875	1407.28125	1349.5625	914.4375	344.5625	2786.625	482.5	529.0625	426.0625	372.5625	1054.375	586.1875	2178.25	895.3125	788.625	859	737.6875	910.375	584.75	923.6875	1509.9375	1065.5625	0	0	0	78.1794934949377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	15.935	118.08427	Unknown	[M+H]+		0.4	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.92	S06	118.08427:2081 119.08762:119 120.09098:0		1624	1904	1886	1704	1818	1775	1819	2036	2109	1964	2005	2053	2029	1997	1821	2031	2002	2081	1881	1987	2037	2056	1821	1861	1752	1624.375	1903.875	1885.9375	1761.21875	1775.25	1819.1875	2036	2109.125	1963.9375	2005.25	2053.3125	2028.875	1997.25	1821.4375	2030.9375	2002.125	2080.6875	1880.875	1986.6875	2037	2055.625	1820.875	1861.4375	1752.25	0	0	0	80.8311439243872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	5.715	118.08495	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.12	PEPC13_2022neu	118.08495:3137 119.0883:305 120.09166:12		980	1046	1329	1297	1300	3137	1568	3604	3615	1029	989	3449	3339	1021	1049	3502	3381	1001	1049	3070	1012	2657	1091	3492	993	980.3125	1045.5	1328.9375	1298.6875	3136.9375	1568.4375	3603.6875	3614.8125	1028.75	988.5625	3448.75	3338.9375	1021.25	1049.4375	3501.9375	3381.4375	1001	1049.375	3070.25	1012.125	2657.1875	1090.8125	3491.9375	992.6875	0	0	0	1.76776695296637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
